date,district,Cowpea,Ground Nuts,Maize,Onion,Pepper,Rice,Sesame,Sorghum,Tomato,Water Melon,area
1995-07-01,Adan Yabaal,,,,,,,,220.0,,,adan yabaal
1995-07-01,Afgooye,,,16.381,,,,,409.0,,,afgooye
1995-07-01,Afmadow,,,,,,,,,,,afmadow
1995-07-01,Baardheere,,,138.0,,,,,5.18,,,baardheere
1995-07-01,Badhaadhe,,,,,,,,,,,badhaadhe
1995-07-01,Balcad,,,4.235,,,,,922.0,,,balcad
1995-07-01,Baraawe,,,402.0,,,,,,,,baraawe
1995-07-01,Baydhaba,,,,,,,,10.047,,,baydhaba
1995-07-01,Belet Weyne,,,518.0,,,,,2.762,,,belet weyne
1995-07-01,Belet Xaawo,,,2.0,,,,,343.0,,,belet xaawo
1995-07-01,Borama,,,,,,,,,,,borama
1995-07-01,Bu'aale,,,964.0,,,,,409.0,,,bu'aale
1995-07-01,Bulo Burto,,,690.0,,,,,1.987,,,bulo burto
1995-07-01,Burco,,,,,,,,,,,burco
1995-07-01,Buur Hakaba,,,,,,,,7.149,,,buur hakaba
1995-07-01,Cadale,,,,,,,,,,,cadale
1995-07-01,Ceel Bur,,,,,,,,,,,ceel buur
1995-07-01,Ceel Dheer,,,,,,,,,,,ceel dheer
1995-07-01,Diinsoor,,,,,,,,4.4,,,diinsoor
1995-07-01,Doolow,,,45.0,,,,,1.27,,,doolow
1995-07-01,El berde,,,,,,,,,,,ceel barde
1995-07-01,Garbaharey/Burdhuubo,,,38.0,,,,,6.0,,,garbahaarey
1995-07-01,Gebiley,,,,,,,,,,,gebiley
1995-07-01,Hargeysa,,,,,,,,,,,hargeysa
1995-07-01,Hobyo,,,,,,,,,,,hobyo
1995-07-01,Jalalaqsi,,,2.545,,,,,926.0,,,jalalaqsi
1995-07-01,Jamaame,,,6.188,,,,,,,,jamaame
1995-07-01,Jilib,,,2.819,,,,,522.0,,,jilib
1995-07-01,Jowhar,,,11.621,,,,,2.742,,,jowhar
1995-07-01,Kismaayo,,,233.0,,,,,7.0,,,kismaayo
1995-07-01,Kurtunwaarey,,,289.0,,,,,,,,kurtunwaarey
1995-07-01,Luuq,,,128.0,,,,,20.0,,,luuq
1995-07-01,Marka,,,18.224,,,,,1.107,,,marka
1995-07-01,Owdweyne,,,,,,,,,,,owdweyne
1995-07-01,Qansax Dheere,,,,,,,,8.403,,,qansax dheere
1995-07-01,Qoryooley,,,18.728,,,,,4.0,,,qoryooley
1995-07-01,Rab Dhuure,,,,,,,,,,,rab dhuure
1995-07-01,Saakow,,,1.308,,,,,3.708,,,saakow
1995-07-01,Sablaale,,,202.0,,,,,,,,sablaale
1995-07-01,Sheikh,,,,,,,,,,,sheikh
1995-07-01,Tayeeglow,,,511.0,,,,,2.724,,,tayeeglow
1995-07-01,Waajid,,,,,,,,367.0,,,waajid
1995-07-01,Wanla weyn,,,2.459,,,,,5.524,,,wanla weyn
1995-07-01,Xarardheere,,,,,,,,,,,xarardheere
1995-07-01,Xudur,,,,,,,,1.459,,,xudur
1996-01-01,Adan Yabaal,,,,,,,,390.0,,,adan yabaal
1996-01-01,Afgooye,,,6.369,,,,,7.5,,,afgooye
1996-01-01,Afmadow,,,,,,,,800.0,,,afmadow
1996-01-01,Baardheere,,,47.0,,,,,1.2,,,baardheere
1996-01-01,Badhaadhe,,,,,,,,,,,badhaadhe
1996-01-01,Balcad,,,2.355,,,,,1.68,,,balcad
1996-01-01,Baraawe,,,337.0,,,,,,,,baraawe
1996-01-01,Baydhaba,,,,,,,,5.07,,,baydhaba
1996-01-01,Belet Weyne,,,131.0,,,,,900.0,,,belet weyne
1996-01-01,Belet Xaawo,,,1.0,,,,,40.0,,,belet xaawo
1996-01-01,Borama,,,,,,,,,,,borama
1996-01-01,Bu'aale,,,97.0,,,,,441.0,,,bu'aale
1996-01-01,Bulo Burto,,,339.0,,,,,2.25,,,bulo burto
1996-01-01,Burco,,,,,,,,,,,burco
1996-01-01,Buur Hakaba,,,,,,,,3.0,,,buur hakaba
1996-01-01,Cadale,,,,,,,,,,,cadale
1996-01-01,Ceel Bur,,,,,,,,,,,ceel buur
1996-01-01,Ceel Dheer,,,,,,,,,,,ceel dheer
1996-01-01,Diinsoor,,,,,,,,12.22,,,diinsoor
1996-01-01,Doolow,,,15.0,,,,,,,,doolow
1996-01-01,El berde,,,,,,,,,,,ceel barde
1996-01-01,Garbaharey/Burdhuubo,,,13.0,,,,,40.0,,,garbahaarey
1996-01-01,Gebiley,,,,,,,,,,,gebiley
1996-01-01,Hargeysa,,,,,,,,,,,hargeysa
1996-01-01,Hobyo,,,,,,,,,,,hobyo
1996-01-01,Jalalaqsi,,,449.0,,,,,600.0,,,jalalaqsi
1996-01-01,Jamaame,,,881.0,,,,,,,,jamaame
1996-01-01,Jilib,,,2.182,,,,,350.0,,,jilib
1996-01-01,Jowhar,,,4.57,,,,,2.8,,,jowhar
1996-01-01,Kismaayo,,,79.0,,,,,,,,kismaayo
1996-01-01,Kurtunwaarey,,,549.0,,,,,,,,kurtunwaarey
1996-01-01,Luuq,,,44.0,,,,,400.0,,,luuq
1996-01-01,Marka,,,2.557,,,,,2.2,,,marka
1996-01-01,Owdweyne,,,,,,,,,,,owdweyne
1996-01-01,Qansax Dheere,,,,,,,,17.5,,,qansax dheere
1996-01-01,Qoryooley,,,10.15,,,,,1.8,,,qoryooley
1996-01-01,Rab Dhuure,,,,,,,,,,,rab dhuure
1996-01-01,Saakow,,,231.0,,,,,1.25,,,saakow
1996-01-01,Sablaale,,,419.0,,,,,,,,sablaale
1996-01-01,Sheikh,,,,,,,,,,,sheikh
1996-01-01,Tayeeglow,,,,,,,,740.0,,,tayeeglow
1996-01-01,Waajid,,,,,,,,200.0,,,waajid
1996-01-01,Wanla weyn,,,451.0,,,,,8.4,,,wanla weyn
1996-01-01,Xarardheere,,,,,,,,,,,xarardheere
1996-01-01,Xudur,,,,,,,,200.0,,,xudur
1996-07-01,Adan Yabaal,,,,,,,,,,,adan yabaal
1996-07-01,Afgooye,,,20.17,,,,,197.0,,,afgooye
1996-07-01,Afmadow,,,,,,,,,,,afmadow
1996-07-01,Baardheere,,,1.438,,,,,2.113,,,baardheere
1996-07-01,Badhaadhe,,,,,,,,,,,badhaadhe
1996-07-01,Balcad,,,4.219,,,,,1.648,,,balcad
1996-07-01,Baraawe,,,548.0,,,,,,,,baraawe
1996-07-01,Baydhaba,,,2.6,,,,,35.515,,,baydhaba
1996-07-01,Belet Weyne,,,1.122,,,,,1.129,,,belet weyne
1996-07-01,Belet Xaawo,,,93.0,,,,,103.0,,,belet xaawo
1996-07-01,Borama,,,,,,,,,,,borama
1996-07-01,Bu'aale,,,1.171,,,,,352.0,,,bu'aale
1996-07-01,Bulo Burto,,,556.0,,,,,2.582,,,bulo burto
1996-07-01,Burco,,,,,,,,,,,burco
1996-07-01,Buur Hakaba,,,90.0,,,,,19.417,,,buur hakaba
1996-07-01,Cadale,,,,,,,,,,,cadale
1996-07-01,Ceel Bur,,,,,,,,,,,ceel buur
1996-07-01,Ceel Dheer,,,,,,,,,,,ceel dheer
1996-07-01,Diinsoor,,,900.0,,,,,9.036,,,diinsoor
1996-07-01,Doolow,,,176.0,,,,,43.0,,,doolow
1996-07-01,El berde,,,,,,,,,,,ceel barde
1996-07-01,Garbaharey/Burdhuubo,,,52.0,,,,,12.0,,,garbahaarey
1996-07-01,Gebiley,,,,,,,,,,,gebiley
1996-07-01,Hargeysa,,,,,,,,,,,hargeysa
1996-07-01,Hobyo,,,,,,,,,,,hobyo
1996-07-01,Jalalaqsi,,,407.0,,,,,439.0,,,jalalaqsi
1996-07-01,Jamaame,,,3.744,,,,,,,,jamaame
1996-07-01,Jilib,,,6.179,,,,,5.0,,,jilib
1996-07-01,Jowhar,,,9.56,,,,,2.072,,,jowhar
1996-07-01,Kismaayo,,,318.0,,,,,14.0,,,kismaayo
1996-07-01,Kurtunwaarey,,,394.0,,,,,,,,kurtunwaarey
1996-07-01,Luuq,,,175.0,,,,,37.0,,,luuq
1996-07-01,Marka,,,23.929,,,,,56.0,,,marka
1996-07-01,Owdweyne,,,,,,,,,,,owdweyne
1996-07-01,Qansax Dheere,,,4.4,,,,,18.222,,,qansax dheere
1996-07-01,Qoryooley,,,14.167,,,,,128.0,,,qoryooley
1996-07-01,Rab Dhuure,,,,,,,,,,,rab dhuure
1996-07-01,Saakow,,,673.0,,,,,2.713,,,saakow
1996-07-01,Sablaale,,,276.0,,,,,,,,sablaale
1996-07-01,Sheikh,,,,,,,,,,,sheikh
1996-07-01,Tayeeglow,,,200.0,,,,,2.614,,,tayeeglow
1996-07-01,Waajid,,,15.0,,,,,580.0,,,waajid
1996-07-01,Wanla weyn,,,701.0,,,,,3.746,,,wanla weyn
1996-07-01,Xarardheere,,,,,,,,,,,xarardheere
1996-07-01,Xudur,,,300.0,,,,,1.418,,,xudur
1997-01-01,Adan Yabaal,,,,,,,,,,,adan yabaal
1997-01-01,Afgooye,,,3.88,,,,,161.0,,,afgooye
1997-01-01,Afmadow,,,,,,,,,,,afmadow
1997-01-01,Baardheere,,,1.026,,,,,124.0,,,baardheere
1997-01-01,Badhaadhe,,,,,,,,,,,badhaadhe
1997-01-01,Balcad,,,1.595,,,,,5.0,,,balcad
1997-01-01,Baraawe,,,75.0,,,,,,,,baraawe
1997-01-01,Baydhaba,,,,,,,,2.1,,,baydhaba
1997-01-01,Belet Weyne,,,217.0,,,,,420.0,,,belet weyne
1997-01-01,Belet Xaawo,,,,,,,,1.0,,,belet xaawo
1997-01-01,Borama,,,,,,,,,,,borama
1997-01-01,Bu'aale,,,157.0,,,,,591.0,,,bu'aale
1997-01-01,Bulo Burto,,,1.558,,,,,2.64,,,bulo burto
1997-01-01,Burco,,,,,,,,,,,burco
1997-01-01,Buur Hakaba,,,,,,,,421.0,,,buur hakaba
1997-01-01,Cadale,,,,,,,,,,,cadale
1997-01-01,Ceel Bur,,,,,,,,,,,ceel buur
1997-01-01,Ceel Dheer,,,,,,,,,,,ceel dheer
1997-01-01,Diinsoor,,,,,,,,946.0,,,diinsoor
1997-01-01,Doolow,,,8.0,,,,,,,,doolow
1997-01-01,El berde,,,,,,,,,,,ceel barde
1997-01-01,Garbaharey/Burdhuubo,,,7.0,,,,,42.0,,,garbahaarey
1997-01-01,Gebiley,,,,,,,,,,,gebiley
1997-01-01,Hargeysa,,,,,,,,,,,hargeysa
1997-01-01,Hobyo,,,,,,,,,,,hobyo
1997-01-01,Jalalaqsi,,,540.0,,,,,670.0,,,jalalaqsi
1997-01-01,Jamaame,,,2.128,,,,,,,,jamaame
1997-01-01,Jilib,,,1.565,,,,,1.0,,,jilib
1997-01-01,Jowhar,,,3.976,,,,,288.0,,,jowhar
1997-01-01,Kismaayo,,,76.0,,,,,3.0,,,kismaayo
1997-01-01,Kurtunwaarey,,,54.0,,,,,,,,kurtunwaarey
1997-01-01,Luuq,,,24.0,,,,,7.0,,,luuq
1997-01-01,Marka,,,4.576,,,,,4.0,,,marka
1997-01-01,Owdweyne,,,,,,,,,,,owdweyne
1997-01-01,Qansax Dheere,,,,,,,,3.683,,,qansax dheere
1997-01-01,Qoryooley,,,10.897,,,,,102.0,,,qoryooley
1997-01-01,Rab Dhuure,,,,,,,,,,,rab dhuure
1997-01-01,Saakow,,,315.0,,,,,1.029,,,saakow
1997-01-01,Sablaale,,,38.0,,,,,,,,sablaale
1997-01-01,Sheikh,,,,,,,,,,,sheikh
1997-01-01,Tayeeglow,,,12.0,,,,,301.0,,,tayeeglow
1997-01-01,Waajid,,,,,,,,204.0,,,waajid
1997-01-01,Wanla weyn,,,28.0,,,,,128.0,,,wanla weyn
1997-01-01,Xarardheere,,,,,,,,,,,xarardheere
1997-01-01,Xudur,,,30.0,,,,,158.0,,,xudur
1997-07-01,Adan Yabaal,,,,,,,,,,,adan yabaal
1997-07-01,Afgooye,,,13.282,,,,,98.0,,,afgooye
1997-07-01,Afmadow,,,,,,,,,,,afmadow
1997-07-01,Baardheere,,,6.328,,,,,15.7,,,baardheere
1997-07-01,Badhaadhe,,,,,,,,,,,badhaadhe
1997-07-01,Balcad,,,3.062,,,,,3.125,,,balcad
1997-07-01,Baraawe,,,256.0,,,,,,,,baraawe
1997-07-01,Baydhaba,,,50.0,,,,,19.287,,,baydhaba
1997-07-01,Belet Weyne,,,1.82,,,,,2.885,,,belet weyne
1997-07-01,Belet Xaawo,,,379.0,,,,,398.0,,,belet xaawo
1997-07-01,Borama,,,,,,,,,,,borama
1997-07-01,Bu'aale,,,2.119,,,,,719.0,,,bu'aale
1997-07-01,Bulo Burto,,,323.0,,,,,1.073,,,bulo burto
1997-07-01,Burco,,,,,,,,,,,burco
1997-07-01,Buur Hakaba,,,50.0,,,,,9.271,,,buur hakaba
1997-07-01,Cadale,,,,,,,,,,,cadale
1997-07-01,Ceel Bur,,,,,,,,,,,ceel buur
1997-07-01,Ceel Dheer,,,,,,,,,,,ceel dheer
1997-07-01,Diinsoor,,,44.0,,,,,11.33,,,diinsoor
1997-07-01,Doolow,,,245.0,,,,,207.0,,,doolow
1997-07-01,El berde,,,,,,,,,,,ceel barde
1997-07-01,Garbaharey/Burdhuubo,,,24.0,,,,,20.0,,,garbahaarey
1997-07-01,Gebiley,,,,,,,,,,,gebiley
1997-07-01,Hargeysa,,,,,,,,,,,hargeysa
1997-07-01,Hobyo,,,,,,,,,,,hobyo
1997-07-01,Jalalaqsi,,,292.0,,,,,710.0,,,jalalaqsi
1997-07-01,Jamaame,,,10.504,,,,,,,,jamaame
1997-07-01,Jilib,,,8.803,,,,,9.0,,,jilib
1997-07-01,Jowhar,,,12.147,,,,,4.424,,,jowhar
1997-07-01,Kismaayo,,,1.73,,,,,24.0,,,kismaayo
1997-07-01,Kurtunwaarey,,,6.684,,,,,,,,kurtunwaarey
1997-07-01,Luuq,,,82.0,,,,,65.0,,,luuq
1997-07-01,Marka,,,23.14,,,,,33.0,,,marka
1997-07-01,Owdweyne,,,,,,,,,,,owdweyne
1997-07-01,Qansax Dheere,,,140.0,,,,,19.932,,,qansax dheere
1997-07-01,Qoryooley,,,15.631,,,,,615.0,,,qoryooley
1997-07-01,Rab Dhuure,,,,,,,,,,,rab dhuure
1997-07-01,Saakow,,,1.712,,,,,5.658,,,saakow
1997-07-01,Sablaale,,,129.0,,,,,,,,sablaale
1997-07-01,Sheikh,,,,,,,,,,,sheikh
1997-07-01,Tayeeglow,,,216.0,,,,,1.491,,,tayeeglow
1997-07-01,Waajid,,,23.0,,,,,575.0,,,waajid
1997-07-01,Wanla weyn,,,328.0,,,,,8.827,,,wanla weyn
1997-07-01,Xarardheere,,,,,,,,,,,xarardheere
1997-07-01,Xudur,,,150.0,,,,,701.0,,,xudur
1998-01-01,Adan Yabaal,,,,,,,,,,,adan yabaal
1998-01-01,Afgooye,,,680.0,,,,,3.35,,,afgooye
1998-01-01,Afmadow,,,,,,,,,,,afmadow
1998-01-01,Baardheere,,,630.0,,,,,475.0,,,baardheere
1998-01-01,Badhaadhe,,,84.0,,,,,,,,badhaadhe
1998-01-01,Balcad,,,680.0,,,,,744.0,,,balcad
1998-01-01,Baraawe,,,380.0,,,,,15.0,,,baraawe
1998-01-01,Baydhaba,,,,,,,,10.363,,,baydhaba
1998-01-01,Belet Weyne,,,1.6,,,,,229.0,,,belet weyne
1998-01-01,Belet Xaawo,,,20.0,,,,,19.0,,,belet xaawo
1998-01-01,Borama,,,,,,,,,,,borama
1998-01-01,Bu'aale,,,1.96,,,,,259.0,,,bu'aale
1998-01-01,Bulo Burto,,,360.0,,,,,1.648,,,bulo burto
1998-01-01,Burco,,,,,,,,,,,burco
1998-01-01,Buur Hakaba,,,,,,,,8.544,,,buur hakaba
1998-01-01,Cadale,,,,,,,,,,,cadale
1998-01-01,Ceel Bur,,,,,,,,,,,ceel buur
1998-01-01,Ceel Dheer,,,,,,,,,,,ceel dheer
1998-01-01,Diinsoor,,,,,,,,3.452,,,diinsoor
1998-01-01,Doolow,,,60.0,,,,,7.0,,,doolow
1998-01-01,El berde,,,,,,,,,,,ceel barde
1998-01-01,Garbaharey/Burdhuubo,,,,,,,,26.0,,,garbahaarey
1998-01-01,Gebiley,,,,,,,,,,,gebiley
1998-01-01,Hargeysa,,,,,,,,,,,hargeysa
1998-01-01,Hobyo,,,,,,,,,,,hobyo
1998-01-01,Jalalaqsi,,,500.0,,,,,692.0,,,jalalaqsi
1998-01-01,Jamaame,,,194.0,,,,,120.0,,,jamaame
1998-01-01,Jilib,,,200.0,,,,,8.0,,,jilib
1998-01-01,Jowhar,,,2.38,,,,,1.109,,,jowhar
1998-01-01,Kismaayo,,,233.0,,,,,20.0,,,kismaayo
1998-01-01,Kurtunwaarey,,,100.0,,,,,50.0,,,kurtunwaarey
1998-01-01,Luuq,,,,,,,,166.0,,,luuq
1998-01-01,Marka,,,520.0,,,,,18.0,,,marka
1998-01-01,Owdweyne,,,,,,,,,,,owdweyne
1998-01-01,Qansax Dheere,,,50.0,,,,,7.578,,,qansax dheere
1998-01-01,Qoryooley,,,2.76,,,,,62.0,,,qoryooley
1998-01-01,Rab Dhuure,,,,,,,,,,,rab dhuure
1998-01-01,Saakow,,,1.47,,,,,1.421,,,saakow
1998-01-01,Sablaale,,,95.0,,,,,,,,sablaale
1998-01-01,Sheikh,,,,,,,,,,,sheikh
1998-01-01,Tayeeglow,,,60.0,,,,,788.0,,,tayeeglow
1998-01-01,Waajid,,,25.0,,,,,180.0,,,waajid
1998-01-01,Wanla weyn,,,150.0,,,,,1.79,,,wanla weyn
1998-01-01,Xarardheere,,,,,,,,,,,xarardheere
1998-01-01,Xudur,,,143.0,,,,,665.0,,,xudur
1998-07-01,Adan Yabaal,,,,,,,,,,,adan yabaal
1998-07-01,Afgooye,,,8.0,,,,,,,,afgooye
1998-07-01,Afmadow,,,1.081,,,,,,,,afmadow
1998-07-01,Baardheere,,,2.11,,,,,850.0,,,baardheere
1998-07-01,Badhaadhe,,,1.021,,,,,,,,badhaadhe
1998-07-01,Balcad,,,2.778,,,,,450.0,,,balcad
1998-07-01,Baraawe,,,507.0,,,,,,,,baraawe
1998-07-01,Baydhaba,,,50.0,,,,,3.6,,,baydhaba
1998-07-01,Belet Weyne,,,1.545,,,,,40.0,,,belet weyne
1998-07-01,Belet Xaawo,,,854.0,,,,,100.0,,,belet xaawo
1998-07-01,Borama,,,615.0,,,,,1.4,,,borama
1998-07-01,Bu'aale,,,2.874,,,,,112.0,,,bu'aale
1998-07-01,Bulo Burto,,,409.0,,,,,15.0,,,bulo burto
1998-07-01,Burco,,,,,,,,,,,burco
1998-07-01,Buur Hakaba,,,100.0,,,,,3.0,,,buur hakaba
1998-07-01,Cadale,,,,,,,,,,,cadale
1998-07-01,Ceel Bur,,,,,,,,,,,ceel buur
1998-07-01,Ceel Dheer,,,,,,,,,,,ceel dheer
1998-07-01,Diinsoor,,,10.0,,,,,1.6,,,diinsoor
1998-07-01,Doolow,,,254.0,,,,,,,,doolow
1998-07-01,El berde,,,,,,,,20.0,,,ceel barde
1998-07-01,Garbaharey/Burdhuubo,,,1.335,,,,,35.0,,,garbahaarey
1998-07-01,Gebiley,,,1.53,,,,,6.44,,,gebiley
1998-07-01,Hargeysa,,,1.005,,,,,1.8,,,hargeysa
1998-07-01,Hobyo,,,,,,,,,,,hobyo
1998-07-01,Jalalaqsi,,,673.0,,,,,12.0,,,jalalaqsi
1998-07-01,Jamaame,,,6.251,,,,,,,,jamaame
1998-07-01,Jilib,,,9.85,,,,,,,,jilib
1998-07-01,Jowhar,,,6.381,,,,,750.0,,,jowhar
1998-07-01,Kismaayo,,,2.06,,,,,,,,kismaayo
1998-07-01,Kurtunwaarey,,,5.352,,,,,,,,kurtunwaarey
1998-07-01,Luuq,,,811.0,,,,,30.0,,,luuq
1998-07-01,Marka,,,15.552,,,,,,,,marka
1998-07-01,Owdweyne,,,,,,,,,,,owdweyne
1998-07-01,Qansax Dheere,,,50.0,,,,,2.75,,,qansax dheere
1998-07-01,Qoryooley,,,9.981,,,,,90.0,,,qoryooley
1998-07-01,Rab Dhuure,,,,,,,,25.0,,,rab dhuure
1998-07-01,Saakow,,,1.97,,,,,960.0,,,saakow
1998-07-01,Sablaale,,,854.0,,,,,,,,sablaale
1998-07-01,Sheikh,,,,,,,,,,,sheikh
1998-07-01,Tayeeglow,,,,,,,,250.0,,,tayeeglow
1998-07-01,Waajid,,,,,,,,200.0,,,waajid
1998-07-01,Wanla weyn,,,10.0,,,,,6.72,,,wanla weyn
1998-07-01,Xarardheere,,,,,,,,,,,xarardheere
1998-07-01,Xudur,,,75.0,,,,,300.0,,,xudur
1999-01-01,Adan Yabaal,,,,,,,,,,,adan yabaal
1999-01-01,Afgooye,,,4.651,,,,,1.8,,,afgooye
1999-01-01,Afmadow,,,180.0,,,,,,,,afmadow
1999-01-01,Baardheere,,,2.291,,,,,440.0,,,baardheere
1999-01-01,Badhaadhe,,,,,,,,,,,badhaadhe
1999-01-01,Balcad,,,1.382,,,,,1.5,,,balcad
1999-01-01,Baraawe,,,468.0,,,,,,,,baraawe
1999-01-01,Baydhaba,,,,,,,,4.8,,,baydhaba
1999-01-01,Belet Weyne,,,3.521,,,,,3.6,,,belet weyne
1999-01-01,Belet Xaawo,,,961.0,,,,,,,,belet xaawo
1999-01-01,Borama,,,,,,,,,,,borama
1999-01-01,Bu'aale,,,378.0,,,,,210.0,,,bu'aale
1999-01-01,Bulo Burto,,,1.642,,,,,1.8,,,bulo burto
1999-01-01,Burco,,,,,,,,,,,burco
1999-01-01,Buur Hakaba,,,,,,,,2.7,,,buur hakaba
1999-01-01,Cadale,,,,,,,,,,,cadale
1999-01-01,Ceel Bur,,,,,,,,,,,ceel buur
1999-01-01,Ceel Dheer,,,,,,,,,,,ceel dheer
1999-01-01,Diinsoor,,,,,,,,2.0,,,diinsoor
1999-01-01,Doolow,,,657.0,,,,,,,,doolow
1999-01-01,El berde,,,,,,,,,,,ceel barde
1999-01-01,Garbaharey/Burdhuubo,,,474.0,,,,,40.0,,,garbahaarey
1999-01-01,Gebiley,,,,,,,,,,,gebiley
1999-01-01,Hargeysa,,,,,,,,,,,hargeysa
1999-01-01,Hobyo,,,,,,,,,,,hobyo
1999-01-01,Jalalaqsi,,,1.493,,,,,720.0,,,jalalaqsi
1999-01-01,Jamaame,,,682.0,,,,,,,,jamaame
1999-01-01,Jilib,,,1.346,,,,,75.0,,,jilib
1999-01-01,Jowhar,,,2.945,,,,,2.25,,,jowhar
1999-01-01,Kismaayo,,,236.0,,,,,,,,kismaayo
1999-01-01,Kurtunwaarey,,,3.106,,,,,,,,kurtunwaarey
1999-01-01,Luuq,,,1.397,,,,,,,,luuq
1999-01-01,Marka,,,12.0,,,,,60.0,,,marka
1999-01-01,Owdweyne,,,,,,,,,,,owdweyne
1999-01-01,Qansax Dheere,,,,,,,,3.0,,,qansax dheere
1999-01-01,Qoryooley,,,5.846,,,,,360.0,,,qoryooley
1999-01-01,Rab Dhuure,,,,,,,,,,,rab dhuure
1999-01-01,Saakow,,,316.0,,,,,600.0,,,saakow
1999-01-01,Sablaale,,,1.474,,,,,,,,sablaale
1999-01-01,Sheikh,,,,,,,,,,,sheikh
1999-01-01,Tayeeglow,,,60.0,,,,,925.0,,,tayeeglow
1999-01-01,Waajid,,,,,,,,,,,waajid
1999-01-01,Wanla weyn,,,54.0,,,,,3.92,,,wanla weyn
1999-01-01,Xarardheere,,,,,,,,,,,xarardheere
1999-01-01,Xudur,,,50.0,,,,,200.0,,,xudur
1999-07-01,Adan Yabaal,,,,,,,,,,,adan yabaal
1999-07-01,Afgooye,,,16.32,,,,,,,,afgooye
1999-07-01,Afmadow,,,1.52,,,,,105.0,,,afmadow
1999-07-01,Baardheere,,,3.04,,,,,1.2,,,baardheere
1999-07-01,Badhaadhe,,,455.0,,,,,60.0,,,badhaadhe
1999-07-01,Balcad,,,1.5,,,,,120.0,,,balcad
1999-07-01,Baraawe,,,960.0,,,,,,,,baraawe
1999-07-01,Baydhaba,,,150.0,,,,,7.35,,,baydhaba
1999-07-01,Belet Weyne,,,1.6,,,,,3.0,,,belet weyne
1999-07-01,Belet Xaawo,,,360.0,,,,,10.0,,,belet xaawo
1999-07-01,Borama,,,1.136,,,,,2.513,,,borama
1999-07-01,Bu'aale,,,2.32,,,,,600.0,,,bu'aale
1999-07-01,Bulo Burto,,,1.05,,,,,400.0,,,bulo burto
1999-07-01,Burco,,,,,,,,,,,burco
1999-07-01,Buur Hakaba,,,80.0,,,,,2.43,,,buur hakaba
1999-07-01,Cadale,,,,,,,,,,,cadale
1999-07-01,Ceel Bur,,,,,,,,,,,ceel buur
1999-07-01,Ceel Dheer,,,,,,,,,,,ceel dheer
1999-07-01,Diinsoor,,,1.1,,,,,4.625,,,diinsoor
1999-07-01,Doolow,,,240.0,,,,,,,,doolow
1999-07-01,El berde,,,3.0,,,,,30.0,,,ceel barde
1999-07-01,Garbaharey/Burdhuubo,,,208.0,,,,,30.0,,,garbahaarey
1999-07-01,Gebiley,,,4.036,,,,,8.98,,,gebiley
1999-07-01,Hargeysa,,,1.78,,,,,3.112,,,hargeysa
1999-07-01,Hobyo,,,,,,,,,,,hobyo
1999-07-01,Jalalaqsi,,,900.0,,,,,280.0,,,jalalaqsi
1999-07-01,Jamaame,,,5.17,,,,,,,,jamaame
1999-07-01,Jilib,,,5.28,,,,,210.0,,,jilib
1999-07-01,Jowhar,,,2.4,,,,,540.0,,,jowhar
1999-07-01,Kismaayo,,,880.0,,,,,,,,kismaayo
1999-07-01,Kurtunwaarey,,,8.81,,,,,,,,kurtunwaarey
1999-07-01,Luuq,,,630.0,,,,,80.0,,,luuq
1999-07-01,Marka,,,22.6,,,,,,,,marka
1999-07-01,Owdweyne,,,24.0,,,,,240.0,,,owdweyne
1999-07-01,Qansax Dheere,,,840.0,,,,,4.425,,,qansax dheere
1999-07-01,Qoryooley,,,14.08,,,,,30.0,,,qoryooley
1999-07-01,Rab Dhuure,,,14.0,,,,,375.0,,,rab dhuure
1999-07-01,Saakow,,,1.12,,,,,1.8,,,saakow
1999-07-01,Sablaale,,,2.5,,,,,,,,sablaale
1999-07-01,Sheikh,,,,,,,,,,,sheikh
1999-07-01,Tayeeglow,,,10.0,,,,,600.0,,,tayeeglow
1999-07-01,Waajid,,,20.0,,,,,500.0,,,waajid
1999-07-01,Wanla weyn,,,,,,,,2.835,,,wanla weyn
1999-07-01,Xarardheere,,,,,,,,,,,xarardheere
1999-07-01,Xudur,,,8.0,,,,,200.0,,,xudur
2000-01-01,Adan Yabaal,,,,,,,,,,,adan yabaal
2000-01-01,Afgooye,,,11.64,,,,,7.8,,,afgooye
2000-01-01,Afmadow,,,600.0,,,,,100.0,,,afmadow
2000-01-01,Baardheere,,,3.78,,,,,375.0,,,baardheere
2000-01-01,Badhaadhe,,,360.0,,,,,60.0,,,badhaadhe
2000-01-01,Balcad,,,2.4,,,,,960.0,,,balcad
2000-01-01,Baraawe,,,1.38,,,,,,,,baraawe
2000-01-01,Baydhaba,,,,,,,,12.0,,,baydhaba
2000-01-01,Belet Weyne,,,675.0,,,,,1.4,,,belet weyne
2000-01-01,Belet Xaawo,,,350.0,,,,,,,,belet xaawo
2000-01-01,Borama,,,,,,,,,,,borama
2000-01-01,Bu'aale,,,420.0,,,,,600.0,,,bu'aale
2000-01-01,Bulo Burto,,,500.0,,,,,1.82,,,bulo burto
2000-01-01,Burco,,,,,,,,,,,burco
2000-01-01,Buur Hakaba,,,,,,,,1.0,,,buur hakaba
2000-01-01,Cadale,,,,,,,,,,,cadale
2000-01-01,Ceel Bur,,,,,,,,,,,ceel buur
2000-01-01,Ceel Dheer,,,,,,,,,,,ceel dheer
